"code","name","city","country","latitude","longitude","icao","type"
"HND","Tokyo Haneda International Airport","Tokyo","JP","35.552299A","139.779999Y","RJTT","large_airport"
"DPPCQ","Kuantan Airport","Kuantan","MY","3.77538991","103.20899963","WMKD","medium_airport"
"CRC","Santa Ana Airport","Cartago","CO","4.75818A","-75.9557X","SKGO","medium_airport"
"JWA","Jwaneng Airport","Jwaneng","BW","-24.602301","24.691","FBJW","very_small_airport"
"DAL","Dallas Love Field","Dallas","US","32847099","-96851799","KDAL","medium_airport"
"MIA","Miami International Airport","Miami","US","25.79319954A","-80.29060364Y","KMIA","large_airport"
"DXPUP","Albert Whitted Airport","St Petersburg","US","27.7651","-82.626999","KSPG","small_airport"
"BLZ","Chileka International Airport","Blantyre","MW","-15.67910004C","34.97399902Z","FWCL","medium_airport"
"XTOZU","Dortmund Airport","Dortmund","DE","51.518299","7.61224","EDLW","medium_airport"
"GDQQY","Dharavandhoo Airport","Baa Atoll","MV","5.1561","73.1302","VRMD","small_airport"
"GDV","Dawson Community Airport","Glendive","US","47.137658","-104.80691","KGDV","smallest_airport"
"PIS","Poitiers-Biard Airport","Poitiers/Biard","FR","46.5877","0.306666","LFBI","private_airport"
"EZYGA","Putumayo Airport","Puerto Putumayo","EC","0.115949","-75.85022","SEPT","small_airport"
"FWPI ","Simberi Airport","Simberi Island","PG","-2.66222222","151.99777778","AYSE","small_airport"
"SUA","Witham Field","Stuart","US","27.18169975C","-80.22109985Y","KSUA","small_airport"
"DSNCB","Oswaldo Guevara Mujica Airport","Acarigua","VE","9.553375","-69.237869","SVAC","medium_airport"
"VDM","Gobernador Castello Airport","Viedma / Carmen de Patagones","AR","-40.8692","-63.0004","SAVV","very_small_airport"
"YZS","Coral Harbour Airport","Coral Harbour","CA","64.19329834","-83.35939789","CYZS","smallest_airport"
"KYI","Yalata Mission Airport","Yalata Mission","AU","-314706","131824997","YYTA","small_airport"
"YOBYS","Billund Airport","Billund","DK","55.740335","9.157019","EKBI","large_airport"
"MHI","Moucha Airport","Moucha Island","DJ","11.72975A","43.209559X","HDMO","small_airport"
"MRZRQ","Mount Etjo Airport","Mount Etjo Safari Lodge","NA","-21.02330017","16.45280075","FYME","small_airport"
"W DIZ","Boende Airport","Boende","CD","-0.286652","20.883551","FZGN","small_airport"
"UTQHC","Whitehorse / Erik Nielsen International Airport","Whitehorse","CA","60.709599","-135.067001","CYXY","medium_airport"
"IHN","Qishn Airport","Qishn","YE","15417","51682999","OYQN","small_airport"
"MEPBW","Estación Aeronaval de Salina Cruz","Salina Cruz","MX","16.212601","-95.201599","MMSZ","small_airport"
"W TV ","Coulter Field","Bryan","US","30.71570015","-96.33139801","KCFD","small_airport"
"MJA","Manja Airport","Manja","MG","-21.426105","44.316509","FMSJ","smallest_airport"
"U YDR","Corfu Ioannis Kapodistrias International Airport","Kerkyra (Corfu)","GR","39.602024","19.912038","LGKR","medium_airport"
"MPKVW","Maxwell Air Force Base","Montgomery","US","32.3829","-86.365799","KMXF","medium_airport"
"ZOS","Cañal Bajo Carlos Hott Siebert Airport","Osorno","CL","-40.611198","-73.060997","SCJO","private_airport"
"DTI","Diamantina Airport","Diamantina","BR","-18.23200035","-43.65039825","SNDT","private_airport"
"MBZ","Maués Airport","Maués","BR","-3.37217","-57.7248","SWMW","private_airport"
"UYU","Uyuni Joya Andina Airport","Quijarro","BO","-20.441304","-66.857553","SLUY","private_airport"
"KGA","Kananga Airport","Kananga","CD","-5.90005A","22.4692Y","FZUA","medium_airport"
"RAG","Raglan Aerodrome","Raglan","NZ","-37804699","174860001","NZRA","small_airport"
"SMWFK","Tengchong Tuofeng Airport","Baoshan (Tengchong)","CN","24.938056","98.485833","ZPTC","medium_airport"
"FBM","Lubumbashi International Airport","Lubumbashi","CD","-11.59130001","27.53089905","FZQA","private_airport"
"TVIOU","Inverway Airport","Inverway","AU","-17.84110069","129.64300537","YINW","small_airport"
"HES","Hermiston Municipal Airport","Hermiston","US","45.828223","-119.259024","KHRI","smallest_airport"
"KIP","Kickapoo Downtown Airport","Wichita Falls","US","3385779953","-9849040222","KCWC","small_airport"
"RUA","Arua Airport","Arua","UG","3.049152","30.911714","HUAR","smallest_airport"
"MGU","Manaung Airport","Manaung","MM","18.8458","93.688904","VYMN","very_small_airport"
"MEK","Bassatine Airport","Meknes","MA","33.879101","-5.51512","GMFM","private_airport"
"YSF","Stony Rapids Airport","Stony Rapids","CA","59.25030136","-105.84100342","CYSF","smallest_airport"
"CHE","Tallinn Linnahall Heliport","Tallinn","EE","59.448015","24.753313","EECL","private_airport"
"OJI E","Gibraltar Airport","Gibraltar","GI","36.151199","-5.34966","LXGB","large_airport"
"SME","Lake Cumberland Regional Airport","Somerset","US","37.05339813","-84.61589813","KSME","smallest_airport"
"NLH","Ninglang Luguhu Airport","Ninglang","CN","275403","1007593","ZPNL","medium_airport"
"LFW","Lomé–Tokoin International Airport","Lomé","TG","6.16561C","1.25451Y","DXXX","medium_airport"
"VEV","Barakoma Airport","Barakoma","SB","-7.91277981","156.70599365","AGBA","smallest_airport"
"CHQ X","Angel Albino Corzo International Airport","Tuxtla Gutiérrez","MX","16.56360054","-93.02249908","MMTG","medium_airport"
"LDI","Lindi Airport","Lindi","TZ","-9.851005","39.75911","HTLI","smallest_airport"
"JFEXB","Magan Airport","Magan","RU","62.103484","129.545288","UEMM","medium_airport"
"PFR","Ilebo Airport","Ilebo","CD","-4.329919","20.590124","FZVS","smallest_airport"
"QJATY","Ontario International Airport","Ontario","US","34.056","-117.600998","KONT","large_airport"
"DEF","Dezful Airport","Dezful","IR","32.434399","48.397598","OIAD","smallest_airport"
"JHMEZ","Lake Nash Airport","Alpurrurulam","AU","-20.9807","137.9178","YLKN","small_airport"
"YSC","Sherbrooke Airport","Sherbrooke","CA","45.438599","-71.691399","CYSC","very_small_airport"
"LFO","Kelafo East Airport","Kelafo","ET","565700006","4434999847","HAKL","small_airport"
"IBDZS","Amgu Airport","Amgu","RU","45.84126","137.673568","UHTG","small_airport"
"OLU","Columbus Municipal Airport","Columbus","US","41.448145C","-97.340174Y","KOLU","medium_airport"
"MWX","Muan International Airport","Muan (Piseo-ri)","KR","34.991406C","126.382814Y","RKJB","large_airport"
"BLF","Mercer County Airport","Bluefield","US","37.295799","-81.207703","KBLF","private_airport"
"CGP","Shah Amanat International Airport","Chattogram (Chittagong)","BD","22.249599","91.813301","VGEG","very_small_airport"
"NGI","Ngau Airport","Ngau","FJ","-1811560059","17933999634","NFNG","small_airport"
"INZAN","Debre Tabor Airport","Debre Tabor","ET","11.884808","38.009241","HADT","small_airport"
"ZDJFF","Kato Airport","Kato","GY","4.64916","-59.832199","SYKT","small_airport"
"XIJ","Ahmed Al Jaber Air Base","Ahmed Al Jaber AB","KW","28.93479919","47.79190063","OKAJ","very_small_airport"
"FXGLO","Vatomandry Airport","Vatomandry","MG","-19.383333","48.95","FMMY","small_airport"
"ATXFK","Dawson Creek Airport","Dawson Creek","CA","55.741245","-120.183263","CYDQ","medium_airport"
"FGULN","London Stansted Airport","London","GB","51.884998","0.235","EGSS","large_airport"
"MZI","Mopti Ambodédjo International Airport","Sévaré","ML","14.5128","-4.07956","GAMB","smallest_airport"
"GRN","Gordon Municipal Airport","Gordon","US","42.80599976A","-102.17500305Z","KGRN","small_airport"
"BEGNZ","Beijing Capital International Airport","Beijing","CN","40.08010101","116.58499908","ZBAA","large_airport"
"CMAEP","Pond Inlet Airport","Pond Inlet","CA","72.689494","-77.968941","CYIO","small_airport"
"RGO","Orang (Chongjin) Airport","Hoemun-ri","KP","41.428538C","129.647555Z","ZKHM","medium_airport"
"BWC","Brawley Municipal Airport","Brawley","US","32.99290085","-115.5169983","KBWC","very_small_airport"
"ONB","Ononge Airport","Onange Mission","PG","-8.67436111","147.26241667","AYQQ","very_small_airport"
"HRRYE","Chhatrapati Shivaji International Airport","Mumbai","IN","19.08869934","72.86789703","VABB","large_airport"
"YCG","Castlegar/West Kootenay Regional Airport","Castlegar","CA","49.296398","-117.632004","CYCG","smallest_airport"
"MRZ","Moree Airport","Moree","AU","-2949889946","14984500122","YMOR","medium_airport"
"HRZ","Walter Bündchen Airport","Horizontina","BR","-27.6383","-54.3391","SSHZ","private_airport"
"JCB","Santa Terezinha Airport","Joaçaba","BR","-27171514","-51553327","SSJA","small_airport"
"PUK","Pukaruha Airport","Pukaruha","PF","-18.295726","-137.016291","NTGQ","smallest_airport"
"SYPIV","Indian Mountain LRRS Airport","Utopia Creek","US","65.992798","-153.703995","PAIM","medium_airport"
"MNC","Nacala Airport","Nacala","MZ","-14.4882A","40.7122X","FQNC","small_airport"
"BOTXQ","Owensboro Daviess County Airport","Owensboro","US","37.74010086","-87.16680145","KOWB","medium_airport"
"OLB","Olbia Costa Smeralda Airport","Olbia (SS)","IT","40.898701B","9.51763Y","LIEO","medium_airport"
"TQPAW","Olomouc Airport","Olomouc","CZ","49.587712","17.209275","LKOL","small_airport"
"DLZ","Dalanzadgad Airport","Dalanzadgad","MN","43.608628","104.367734","ZMDZ","private_airport"
"NAI","Annai Airport","Annai","GY","3.95944","-59.124199","SYAN","smallest_airport"
"GUZ","Guarapari Airport","Guarapari","BR","-206465","-40491901","SNGA","small_airport"
"ELP","El Paso International Airport","El Paso","US","31.807199","-106.377998","KELP","private_airport"
"SLN","Salina Municipal Airport","Salina","US","38.79100037","-97.65219879","KSLN","smallest_airport"
"I BFU","Albany International Airport","Albany","US","42.74829865","-73.80169678","KALB","medium_airport"
"ZW  D","Timbuktu Airport","Timbuktu","ML","16.730499","-3.00758","GATB","medium_airport"
"TKUQ ","Con Dao Airport","Con Dao","VN","8.73183","106.633003","VVCS","medium_airport"
"MVW","Skagit Regional Airport","Burlington","US","48.470901","-122.420998","KBVS","private_airport"
"JTI","Jataí Airport","Jataí","BR","-17.82990074","-51.77299881","SWJW","smallest_airport"
"YRJ","Roberval Airport","Roberval","CA","48519665","-72265735","CYRJ","medium_airport"
"WDG","Enid Woodring Regional Airport","Enid","US","36.37919998C","-97.79109955Z","KWDG","small_airport"
"KJ CE","Nemiscau Airport","Nemiscau","CA","51.691101","-76.135597","CYHH","small_airport"
"ATS","Artesia Municipal Airport","Artesia","US","32.85250092","-104.46800232","KATS","very_small_airport"
"MNS","Mansa Airport","Mansa","ZM","-11.137C","28.872601Z","FLMA","small_airport"
"YNH","Hudson's Hope Airport","Hudson's Hope","CA","56.035142","-121.978326","CYNH","private_airport"
"SVQ","Sevilla Airport","Sevilla","ES","37.417999B","-5.89311X","LEZL","medium_airport"
"LRRFU","João Batista Bos Filho Airport","Ijuí","BR","-28.368711","-53.846568","SSIJ","small_airport"
"VXK O","Provideniya Bay Airport","Chukotka","RU","64.37809753","-173.24299622","UHMD","medium_airport"
"BKJ","Boké Baralande Airport","Boké","GN","10.9658","-14.2811","GUOK","very_small_airport"
"JHG","Xishuangbanna Gasa International Airport","Jinghong (Gasa)","CN","21974648","100762224","ZPJH","medium_airport"
"ECVTD","Piedmont Triad International Airport","Greensboro","US","36.097801","-79.937302","KGSO","medium_airport"
"IAA","Igarka Airport","Igarka","RU","67437202","86621902","UOII","medium_airport"
"GFR","Granville Airport","Bréville-sur-Mer, Manche","FR","48.883099","-1.56417","LFRF","very_small_airport"
"YVV","Wiarton Airport","Wiarton","CA","44.7458","-81.107201","CYVV","very_small_airport"
"LKUMC","Massena International Airport Richards Field","Massena","US","44.936157","-74.844304","KMSS","medium_airport"
"MTR","Los Garzones Airport","Montería","CO","882374","-758258","SKMR","medium_airport"
"XYRCE","Ngari Gunsa Airport","Shiquanhe","CN","32.09794","80.053971","ZUAL","medium_airport"
"MGVPR","Thunder Bay Airport","Thunder Bay","CA","48.37189865","-89.32389832","CYQT","medium_airport"
"TUN","Tunis Carthage International Airport","Tunis","TN","36851002","102272","DTTA","large_airport"
"LLM","Lomlom Airport","Lomlom","SB","-10296828","166327322","AGLM","small_airport"
"REX","General Lucio Blanco International Airport","Reynosa","MX","26.0089","-98.2285","MMRX","private_airport"
"SHNGL","Harun Thohir Airport","Bawean","ID","-5.723628","112.678889","WARW","small_airport"
"BKMSD","Salavan Airport","Salavan","LA","15.709026","106.410937","VLSV","small_airport"
"KIR","Kerry Airport","Farranfore","IE","52.180901","-9.52378","EIKY","smallest_airport"
"JLZSC","Quthing Airport","Quthing","LS","-30.407499","27.6933","FXQG","small_airport"
"HCZ","Chenzhou Beihu Airport","Chenzhou","CN","25.753419","112.845404","ZGCZ","private_airport"
"LBALC","Squamish Airport","Squamish","CA","49.78170013","-123.16200256","CYSE","small_airport"
"PNC","Ponca City Regional Airport","Ponca City","US","36.73199844","-97.09980011","KPNC","very_small_airport"
"YPJ","Aupaluk Airport","Aupaluk","CA","59.2967","-69.599701","CYLA","private_airport"
"DLU","Dali Fengyi Airport","Dali (Xiaguan)","CN","25.649401","100.319","ZPDL","private_airport"
"VRA","Juan Gualberto Gomez International Airport","Matanzas","CU","23.034401","-81.435303","MUVR","smallest_airport"
"LAK","Aklavik/Freddie Carmichael Airport","Aklavik","CA","68.223297","-135.00599","CYKD","private_airport"
"DRY","Drysdale River Airport","Drysdale River","AU","-1571357","126381097","YDRD","small_airport"
"HNL","Daniel K Inouye International Airport","Honolulu, Oahu","US","21.32062A","-157.924228Y","PHNL","large_airport"
"YTE","Cape Dorset Airport","Kinngait","CA","64.230003C","-76.526703Y","CYTE","small_airport"
"BZE","Philip S. W. Goldson International Airport","Belize City","BZ","17.539951","-88.303556","MZBZ","very_small_airport"
"PMG","Ponta Porã Airport","Ponta Porã","BR","-22.549601C","-55.702599Z","SBPP","medium_airport"
"LSDXO","McChord Air Force Base","Tacoma","US","47.137699","-122.475998","KTCM","medium_airport"
" FVYW","Atka Airport","Atka","US","52.220299","-174.205994","PAAK","small_airport"
"TMS","São Tomé International Airport","São Tomé","ST","0.378175","6.71215","FPST","smallest_airport"
"XLS","Saint Louis Airport","Saint Louis","SN","16.049814","-16.461039","GOSS","very_small_airport"
"GYE","José Joaquín de Olmedo International Airport","Guayaquil","EC","-2.15742C","-79.883598X","SEGU","large_airport"
"CJA","Mayor General FAP Armando Revoredo Iglesias Airport","Cajamarca","PE","-7.13918A","-78.489403Y","SPJR","medium_airport"
"SKZFT","Maharana Pratap Airport","Udaipur","IN","24.61770058","73.89610291","VAUD","medium_airport"
"YHN","Hornepayne Municipal Airport","Hornepayne","CA","4919309998","-847589035","CYHN","medium_airport"
"SIJ","Siglufjörður Airport","Siglufjörður","IS","66.137847","-18.908157","BISI","very_small_airport"
"GZHRE","Balurghat Airport","Balurghat","IN","25.2617","88.795601","VEBG","small_airport"
"SFU","Safia Airport","Safia","PG","-959305556","14863611111","AYSF","small_airport"
"BFI","Boeing Field King County International Airport","Seattle","US","47.529999","-122.302002","KBFI","very_small_airport"
"QKINL","Suifenhe Dongning Airport","Suifenhe","CN","44.453889","130.843889","ZYSD","small_airport"
"JXNUG","Nanuque Airport","Nanuque","BR","-17.823158","-40.329662","SNNU","small_airport"
"VBMJU","Benina International Airport","Benina","LY","32.096802","20.269501","HLLB","medium_airport"
"VBY","Visby Airport","Visby","SE","57.66279984","18.34620094","ESSV","private_airport"
"PUX","El Mirador Airport","Puerto Varas","CL","-41.3494","-72.946701","SCPV","private_airport"
"OBL","Oostmalle Airfield","Zoersel","BE","51.269092","4.762428","EBZR","very_small_airport"
"HPG","Shennongjia Hongping Airport","Shennongjia (Hongping)","CN","31.626C","110.34X","ZHSN","medium_airport"
"ARTSD","Scholes International At Galveston Airport","Galveston","US","29.265301","-94.860397","KGLS","medium_airport"
"ODA","Ouadda Airport","Ouadda","CF","801056004","2239859962","FEFW","small_airport"
"TRRXO","El Palomar Airport","El Palomar","AR","-34.6099","-58.6126","SADP","medium_airport"
"RTG","Frans Sales Lega Airport","Satar Tacik, Manggarai","ID","-8.596171","120.478177","WATG","smallest_airport"
"GDEDU","Milford Municipal-Ben and Judy Briscoe Field","Milford","US","38.426601","-113.012001","KMLF","small_airport"
"TWU","Tawau Airport","Tawau","MY","4.31338","118.12152","WBKW","smallest_airport"
"GXY","Greeley–Weld County Airport","Greeley","US","40.43740082","-104.63300324","KGXY","private_airport"
"SCM","Scammon Bay Airport","Scammon Bay","US","61.84471C","-165.575209Z","PACM","small_airport"
"CZU","Las Brujas Airport","Corozal","CO","9.33274","-75.2856","SKCZ","smallest_airport"
"BFF","Western Neb. Rgnl/William B. Heilig Airport","Scottsbluff","US","41.87400055","-103.5960007","KBFF","smallest_airport"
"FEEHM","Juba International Airport","Juba","SS","4.87201","31.601101","HJJJ","large_airport"
"TAF","Oran Tafraoui Airport","Tafraoui","DZ","35.5424","-0.532278","DAOL","private_airport"
"TES","Tessenei Airport","Tessenei","ER","15.104322C","36.681711X","HHTS","small_airport"
"CGE","Cambridge Dorchester Airport","Cambridge","US","3853929901","-7603040314","KCGE","small_airport"
"RDP","Kazi Nazrul Islam Airport","Durgapur","IN","23.6225A","87.243Z","VEDG","medium_airport"
"MY WD","New Ulm Municipal Airport","New Ulm","US","44.31959915","-94.50229645","KULM","small_airport"
"YNRF ","Pullman-Moscow Regional Airport","Pullman","US","46.741601","-117.11163","KPUW","medium_airport"
"BYDJO","Vancouver International Airport","Vancouver","CA","49.19390106","-123.18399811","CYVR","large_airport"
